token_name,default_value,source_file,tier,source_tier,formula,namespace,category,concept,property,component,element,variant,state,scale,mode,collisions,line,disposition,unmatched_segments
$tokens-color-red-warm-medium-vivid-red-warm-60v,$color-red-warm-60v,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.variant.scale.mode,,color,red-warm,,,,medium,,60v,vivid,color:category/property,30,component-local,tokens red warm
$tokens-color-red-warm-dark-vivid,"( ""red-warm-70v"": $color-red-warm-70v, ""red-warm-80v"": $color-red-warm-80v, ""red-warm-90v"": $color-red-warm-90v, )",packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.mode,,color,red-warm,,,,,,,dark,color:category/property,36,component-local|map-container,tokens vivid
$tokens-color-red-warm-dark-vivid-red-warm-70v,$color-red-warm-70v,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.scale.mode,,color,red-warm,,,,,,70v,dark,color:category/property,36,component-local,tokens vivid red warm
$tokens-color-red-warm-dark-vivid-red-warm-80v,$color-red-warm-80v,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.scale.mode,,color,red-warm,,,,,,80v,dark,color:category/property,36,component-local,tokens vivid red warm
$tokens-color-red-warm-dark-vivid-red-warm-90v,$color-red-warm-90v,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.scale.mode,,color,red-warm,,,,,,90v,dark,color:category/property,36,component-local,tokens vivid red warm
$tokens-color-red-warm-standard,"map-collect( $tokens-color-red-warm-light, $tokens-color-red-warm-medium, $tokens-color-red-warm-dark )",packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept,,color,red-warm,,,,,,,,color:category/property,42,component-local,tokens standard
$tokens-color-red-warm-vivid,"map-collect( $tokens-color-red-warm-light-vivid, $tokens-color-red-warm-medium-vivid, $tokens-color-red-warm-dark-vivid )",packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.mode,,color,red-warm,,,,,,,vivid,color:category/property,48,component-local,tokens
$tokens-color-red-warm,"map-collect( $tokens-color-red-warm-standard, $tokens-color-red-warm-vivid )",packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept,,color,red-warm,,,,,,,,color:category/property,54,component-local,tokens
$palettes-color-red-warm,"( ""palette-color-system-red-warm-light"": $tokens-color-red-warm-light, ""palette-color-system-red-warm-medium"": $tokens-color-red-warm-medium, ""palette-color-system-red-warm-dark"": $tokens-color-red-warm-dark, ""palette-color-system-red-warm-light-vivid"": $tokens-color-red-warm-light-vivid, ""palette-color-system-red-warm-medium-vivid"": $tokens-color-red-warm-medium-vivid, ""palette-color-system-red-warm-dark-vivid"": $tokens-color-red-warm-dark-vivid, ""palette-color-system-red-warm-standard"": $tokens-color-red-warm-standard, ""palette-color-system-red-warm-vivid"": $tokens-color-red-warm-vivid, ""palette-color-system-red-warm"": $tokens-color-red-warm, )",packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept,,color,red-warm,,,,,,,,color:category/property,59,component-local|map-container,palettes
$palettes-color-red-warm-palette-color-system-red-warm-light,$tokens-color-red-warm-light,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.property.mode,,color,red-warm,color,,,,,,light,color:category/property; color:property/category,59,component-local,palettes palette system red warm
$palettes-color-red-warm-palette-color-system-red-warm-medium,$tokens-color-red-warm-medium,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.property.variant,,color,red-warm,color,,,medium,,,,color:category/property; color:property/category,59,component-local,palettes palette system red warm
$palettes-color-red-warm-palette-color-system-red-warm-dark,$tokens-color-red-warm-dark,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.property.mode,,color,red-warm,color,,,,,,dark,color:category/property; color:property/category,59,component-local,palettes palette system red warm
$palettes-color-red-warm-palette-color-system-red-warm-light-vivid,$tokens-color-red-warm-light-vivid,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.property.mode,,color,red-warm,color,,,,,,light,color:category/property; color:property/category,59,component-local,palettes palette system red warm vivid
$palettes-color-red-warm-palette-color-system-red-warm-medium-vivid,$tokens-color-red-warm-medium-vivid,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.property.variant.mode,,color,red-warm,color,,,medium,,,vivid,color:category/property; color:property/category,59,component-local,palettes palette system red warm
$palettes-color-red-warm-palette-color-system-red-warm-dark-vivid,$tokens-color-red-warm-dark-vivid,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.property.mode,,color,red-warm,color,,,,,,dark,color:category/property; color:property/category,59,component-local,palettes palette system red warm vivid
$palettes-color-red-warm-palette-color-system-red-warm-standard,$tokens-color-red-warm-standard,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.property,,color,red-warm,color,,,,,,,color:category/property; color:property/category,59,component-local,palettes palette system red warm standard
$palettes-color-red-warm-palette-color-system-red-warm-vivid,$tokens-color-red-warm-vivid,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.property.mode,,color,red-warm,color,,,,,,vivid,color:category/property; color:property/category,59,component-local,palettes palette system red warm
$palettes-color-red-warm-palette-color-system-red-warm,$tokens-color-red-warm,packages/uswds-utilities/src/styles/palettes/colors/_red-warm-palettes.scss,local,component,category.concept.property,,color,red-warm,color,,,,,,,color:category/property; color:property/category,59,component-local,palettes palette system red warm
$tokens-color-violet-light,"( ""violet-5"": $color-violet-5, ""violet-10"": $color-violet-10, ""violet-20"": $color-violet-20, ""violet-30"": $color-violet-30, )",packages/uswds-utilities/src/styles/palettes/colors/_violet-palettes.scss,local,component,category.concept.mode,,color,violet,,,,,,,light,color:category/property,4,component-local|map-container,tokens
$tokens-color-violet-light-violet-5,$color-violet-5,packages/uswds-utilities/src/styles/palettes/colors/_violet-palettes.scss,local,component,category.concept.scale.mode,,color,violet,,,,,,5,light,color:category/property,4,component-local,tokens violet
$tokens-color-violet-light-violet-10,$color-violet-10,packages/uswds-utilities/src/styles/palettes/colors/_violet-palettes.scss,local,component,category.concept.scale.mode,,color,violet,,,,,,10,light,color:category/property,4,component-local,tokens violet
$tokens-color-violet-light-violet-20,$color-violet-20,packages/uswds-utilities/src/styles/palettes/colors/_violet-palettes.scss,local,component,category.concept.scale.mode,,color,violet,,,,,,20,light,color:category/property,4,component-local,tokens violet
$tokens-color-violet-light-violet-30,$color-violet-30,packages/uswds-utilities/src/styles/palettes/colors/_violet-palettes.scss,local,component,category.concept.scale.mode,,color,violet,,,,,,30,light,color:category/property,4,component-local,tokens violet
$tokens-color-violet-medium,"( ""violet-40"": $color-violet-40, ""violet-50"": $color-violet-50, ""violet-60"": $color-violet-60, )",packages/uswds-utilities/src/styles/palettes/colors/_violet-palettes.scss,local,component,category.concept.variant,,color,violet,,,,medium,,,,color:category/property,11,component-local|map-container,tokens
$tokens-color-violet-medium-violet-40,$color-violet-40,packages/uswds-utilities/src/styles/palettes/colors/_violet-palettes.scss,local,component,category.concept.variant.scale,,color,violet,,,,medium,,40,,color:category/property,11,component-local,tokens violet
$tokens-color-violet-medium-violet-50,$color-violet-50,packages/uswds-utilities/src/styles/palettes/colors/_violet-palettes.scss,local,component,category.concept.variant.scale,,color,violet,,,,medium,,50,,color:category/property,11,component-local,tokens violet
$tokens-color-violet-medium-violet-60,$color-violet-60,packages/uswds-utilities/src/styles/palettes/colors/_violet-palettes.scss,local,component,category.concept.variant.scale,,color,violet,,,,medium,,60,,color:category/property,11,component-local,tokens violet
$tokens-color-violet-dark,"( ""violet-70"": $color-violet-70, ""violet-80"": $color-violet-80, ""violet-90"": $color-violet-90, )",packages/uswds-utilities/src/styles/palettes/colors/_violet-palettes.scss,local,component,category.concept.mode,,color,violet,,,,,,,dark,color:category/property,17,component-local|map-container,tokens
$tokens-color-violet-dark-violet-70,$color-violet-70,packages/uswds-utilities/src/styles/palettes/colors/_violet-palettes.scss,local,component,category.concept.scale.mode,,color,violet,,,,,,70,dark,color:category/property,17,component-local,tokens violet
$tokens-color-violet-dark-violet-80,$color-violet-80,packages/uswds-utilities/src/styles/palettes/colors/_violet-palettes.scss,local,component,category.concept.scale.mode,,color,violet,,,,,,80,dark,color:category/property,17,component-local,tokens violet
$tokens-color-violet-dark-violet-90,$color-violet-90,packages/uswds-utilities/src/styles/palettes/colors/_violet-palettes.scss,local,component,category.concept.scale.mode,,color,violet,,,,,,90,dark,color:category/property,17,component-local,tokens violet
$tokens-color-violet-light-vivid,"( ""violet-5v"": $color-violet-5v, ""violet-10v"": $color-violet-10v, ""violet-20v"": $color-violet-20v, ""violet-30v"": $color-violet-30v, )",packages/uswds-utilities/src/styles/palettes/colors/_violet-palettes.scss,local,component,category.concept.mode,,color,violet,,,,,,,light,color:category/property,23,component-local|map-container,tokens vivid
$tokens-color-violet-light-vivid-violet-5v,$color-violet-5v,packages/uswds-utilities/src/styles/palettes/colors/_violet-palettes.scss,local,component,category.concept.scale.mode,,color,violet,,,,,,5v,light,color:category/property,23,component-local,tokens vivid violet
$tokens-color-violet-light-vivid-violet-10v,$color-violet-10v,packages/uswds-utilities/src/styles/palettes/colors/_violet-palettes.scss,local,component,category.concept.scale.mode,,color,violet,,,,,,10v,light,color:category/property,23,component-local,tokens vivid violet
$tokens-color-violet-light-vivid-violet-20v,$color-violet-20v,packages/uswds-utilities/src/styles/palettes/colors/_violet-palettes.scss,local,component,category.concept.scale.mode,,color,violet,,,,,,20v,light,color:category/property,23,component-local,tokens vivid violet
$tokens-color-violet-light-vivid-violet-30v,$color-violet-30v,packages/uswds-utilities/src/styles/palettes/colors/_violet-palettes.scss,local,component,category.concept.scale.mode,,color,violet,,,,,,30v,light,color:category/property,23,component-local,tokens vivid violet
$tokens-color-violet-medium-vivid,"( ""violet-40v"": $color-violet-40v, ""violet-50v"": $color-violet-50v, ""violet-60v"": $color-violet-60v, )",packages/uswds-utilities/src/styles/palettes/colors/_violet-palettes.scss,local,component,category.concept.variant.mode,,color,violet,,,,medium,,,vivid,color:category/property,30,component-local|map-container,tokens
$tokens-color-violet-medium-vivid-violet-40v,$color-violet-40v,packages/uswds-utilities/src/styles/palettes/colors/_violet-palettes.scss,local,component,category.concept.variant.scale.mode,,color,violet,,,,medium,,40v,vivid,color:category/property,30,component-local,tokens violet
$tokens-color-violet-medium-vivid-violet-50v,$color-violet-50v,packages/uswds-utilities/src/styles/palettes/colors/_violet-palettes.scss,local,component,category.concept.variant.scale.mode,,color,violet,,,,medium,,50v,vivid,color:category/property,30,component-local,tokens violet
$tokens-color-violet-medium-vivid-violet-60v,$color-violet-60v,packages/uswds-utilities/src/styles/palettes/colors/_violet-palettes.scss,local,component,category.concept.variant.scale.mode,,color,violet,,,,medium,,60v,vivid,color:category/property,30,component-local,tokens violet
$tokens-color-violet-dark-vivid,"( ""violet-70v"": $color-violet-70v, ""violet-80v"": $color-violet-80v, ""violet-90v"": $color-violet-90v, )",packages/uswds-utilities/src/styles/palettes/colors/_violet-palettes.scss,local,component,category.concept.mode,,color,violet,,,,,,,dark,color:category/property,36,component-local|map-container,tokens vivid
$tokens-color-violet-dark-vivid-violet-70v,$color-violet-70v,packages/uswds-utilities/src/styles/palettes/colors/_violet-palettes.scss,local,component,category.concept.scale.mode,,color,violet,,,,,,70v,dark,color:category/property,36,component-local,tokens vivid violet
